,imdb_title_id,title,original_title,year,date_published,genre,country,avg_vote,votes,budget,usa_gross_income,metascore,reviews_from_users,reviews_from_critics
77209,tt0036430,This Is the Army,This Is the Army,1943,8/14/1943,"Comedy, Musical, War",USA,5.8,972,,"$20,831,178 ",,37.0,16.0
77210,tt0184948,This Is the Disk-O-Boyz,This Is the Disk-O-Boyz,1999,10/26/1999,Drama,USA,4.4,108,,,,13.0,2.0
77211,tt0023584,This Is the Night,This Is the Night,1932,4/8/1932,Comedy,USA,6.7,537,,,,16.0,7.0
77213,tt2088950,This Is Your Death,This Is Your Death,2017,9/15/2017,"Drama, Thriller",USA,5.6,4185,,,35.0,48.0,31.0
77214,tt3334212,This Isn't Funny,This Isn't Funny,2015,12/1/2015,"Comedy, Drama, Romance",USA,6.3,388,,"$5,654 ",,4.0,3.0
77215,tt0025882,This Man Is Mine,This Man Is Mine,1934,4/13/1934,"Drama, Romance",USA,6.1,288,,,,10.0,3.0
77216,tt0038163,This Man's Navy,This Man's Navy,1945,1/4/1945,"Drama, Adventure",USA,6.4,216,,,,9.0,3.0
77220,tt7650198,This Old Machine,This Old Machine,2017,11/14/2017,Thriller,USA,1.9,136,,,,11.0,
77222,tt0025883,This Side of Heaven,This Side of Heaven,1934,2/2/1934,"Drama, Romance",USA,6.4,261,,,,7.0,3.0
77224,tt0067850,This Stuff'll Kill Ya!,This Stuff'll Kill Ya!,1971,2/26/1971,"Drama, Crime",USA,4.0,245,,,,7.0,14.0
77225,tt0338497,This Thing of Ours,This Thing of Ours,2003,2005,"Crime, Drama",USA,5.1,650,,"$37,227 ",36.0,24.0,5.0
77226,tt2070874,This Thing with Sarah,This Thing with Sarah,2013,2/14/2014,"Comedy, Drama, Romance",USA,5.8,377,,,,3.0,
77230,tt0117898,"This World, Then the Fireworks","This World, Then the Fireworks",1997,7/11/1997,"Crime, Drama",USA,5.3,1085,,"$51,618 ",,31.0,23.0
77249,tt0072278,Thomasine & Bushrod,Thomasine & Bushrod,1974,4/10/1974,"Action, Crime, Western",USA,5.7,269,,,,7.0,7.0
77260,tt1326267,Thor at the Bus Stop,Thor at the Bus Stop,2009,10/24/2009,Comedy,USA,6.6,117,,,,5.0,3.0
77266,tt0029664,Thoroughbreds Don't Cry,Thoroughbreds Don't Cry,1937,12/3/1937,"Comedy, Drama, Music",USA,6.4,483,,,,16.0,5.0
77267,tt0081625,"Those Lips, Those Eyes","Those Lips, Those Eyes",1980,8/15/1980,"Comedy, Romance",USA,6.5,265,,"$804,713 ",,9.0,3.0
77268,tt3899516,Those People,Those People,2015,5/6/2016,"Drama, Romance",USA,6.5,5391,,,,41.0,19.0
77271,tt2481276,Thou Wast Mild and Lovely,Thou Wast Mild and Lovely,2014,11/13/2014,"Comedy, Mystery, Romance",USA,6.0,594,,,66.0,5.0,35.0
77276,tt0410757,Threat,Threat,2006,1/13/2006,Drama,USA,4.9,396,,,,11.0,33.0
77277,tt0276877,Threat of Exposure,Threat of Exposure,2002,11/7/2002,Thriller,USA,3.9,141,,,,4.0,1.0
77283,tt0030864,Three Blind Mice,Three Blind Mice,1938,6/18/1938,Comedy,USA,6.5,271,,,,8.0,3.0
77286,tt5706370,Three Christs,Three Christs,2017,1/3/2020,Drama,USA,5.9,886,,"$36,723 ",39.0,20.0,27.0
77288,tt0024664,Three Cornered Moon,Three Cornered Moon,1933,8/8/1933,Comedy,USA,6.5,374,,,,14.0,4.0
77295,tt0045235,Three for Bedroom C,Three for Bedroom C,1952,6/26/1952,Comedy,USA,5.8,158,,,,5.0,
77296,tt0034286,Three Girls About Town,Three Girls About Town,1941,10/23/1941,"Adventure, Comedy",USA,6.3,294,,,,8.0,4.0
77297,tt0028367,Three Godfathers,Three Godfathers,1936,3/6/1936,"Action, Drama, Western",USA,7.2,605,,,,16.0,6.0
77299,tt0036433,Three Hearts for Julia,Three Hearts for Julia,1943,10/21/1943,"Adventure, Comedy, Music",USA,5.8,168,,,,6.0,1.0
77301,tt0043043,Three Husbands,Three Husbands,1950,4/20/1951,Comedy,USA,5.7,176,,,,11.0,1.0
77304,tt0030867,Three Loves Has Nancy,Three Loves Has Nancy,1938,9/2/1938,Comedy,USA,6.6,377,,,,10.0,5.0
77305,tt0033160,Three Men from Texas,Three Men from Texas,1940,11/15/1940,Western,USA,7.0,173,,,,11.0,1.0
77306,tt0028371,Three Men on a Horse,Three Men on a Horse,1936,11/21/1936,Comedy,USA,6.7,427,,,,14.0,5.0
77312,tt0046424,Three Sailors and a Girl,Three Sailors and a Girl,1953,11/23/1953,"Comedy, Musical",USA,6.2,315,,,,9.0,5.0
77316,tt1470173,Three Veils,Three Veils,2011,10/28/2015,Drama,USA,6.5,212,,,,14.0,4.0
77317,tt0022481,Three Who Loved,Three Who Loved,1931,7/3/1931,Drama,USA,5.7,116,,,,6.0,1.0
77320,tt0039031,Three Wise Fools,Three Wise Fools,1946,12/18/1946,"Comedy, Drama, Fantasy",USA,6.7,314,,,,12.0,2.0
77324,tt0018484,Three's a Crowd,Three's a Crowd,1927,8/28/1927,"Comedy, Drama",USA,6.1,105,,,,10.0,6.0
77325,tt6465940,Threesomething,Threesomething,2018,8/21/2018,Comedy,USA,3.4,189,,,,4.0,5.0
77326,tt4002210,Threshold,Threshold,2016,6/11/2019,"Drama, Horror, Sci-Fi",USA,4.2,164,,,,6.0,3.0
77328,tt7671414,Thriller,Thriller,2018,4/14/2019,"Crime, Drama, Horror",USA,3.7,886,,,28.0,57.0,19.0
77333,tt0012755,Through the Back Door,Through the Back Door,1921,5/5/1921,"Comedy, Drama",USA,6.8,163,,,,9.0,
77334,tt1742682,Through the Eye,Through the Eye,2011,2011,"Action, Crime, Mystery",USA,3.6,249,,,,3.0,
77336,tt8669354,Throwback Holiday,Throwback Holiday,2018,12/15/2018,"Comedy, Drama, Family",USA,6.2,127,,,,8.0,
77340,tt0262828,Thug Life,Thug Life,2001,3/8/2001,"Action, Crime",USA,2.5,167,,,,12.0,
77341,tt0271828,Thugs,Thugs,1998,3/15/1998,Comedy,USA,3.8,538,,,,5.0,
77346,tt0134149,Thumbelina,Thumbelina,1970,1970,"Family, Fantasy, Musical",USA,1.6,124,,,,4.0,
77349,tt5716380,Thumper,Thumper,2017,11/10/2017,"Crime, Drama, Thriller",USA,5.8,2622,,,,17.0,10.0
77351,tt0062365,Thunder Alley,Thunder Alley,1967,3/22/1967,"Action, Drama, Romance",USA,5.4,228,,,,12.0,4.0
77352,tt0090168,Thunder Alley,Thunder Alley,1985,8/1/1985,"Drama, Music",USA,6.8,317,,,,12.0,6.0
77355,tt0054385,Thunder in Carolina,Thunder in Carolina,1960,7/1/1960,"Action, Drama, Sport",USA,2.9,292,,,,5.0,
77361,tt0090169,Thunder Run,Thunder Run,1986,5/30/1986,"Action, Sci-Fi, Thriller",USA,5.1,280,,"$145,975 ",,12.0,8.0
77368,tt2041488,Thunderstruck: Un talento fulminante,Thunderstruck,2012,8/24/2012,"Comedy, Family, Fantasy",USA,5.1,4616,,"$587,211 ",,15.0,15.0
77373,tt0124901,Thursday - Giovedì,Thursday,1998,9/25/1998,"Action, Comedy, Crime",USA,7.2,16895,,"$3,121 ",,105.0,21.0
77375,tt4840810,Thy Neighbor,Thy Neighbor,2018,5/4/2018,"Drama, Thriller",USA,4.6,133,,,,22.0,9.0
77380,tt0099819,Ti amerò... fino ad ammazzarti,I Love You to Death,1990,4/6/1990,"Comedy, Crime",USA,6.4,13159,,"$16,186,793 ",45.0,53.0,20.0
77381,tt0032617,Ti amo ancora,I Love You Again,1940,8/9/1940,"Comedy, Romance",USA,7.5,2909,,,,37.0,16.0
77384,tt0039898,Ti avrò per sempre,This Time for Keeps,1947,10/17/1947,"Musical, Romance",USA,5.9,321,,,,17.0,10.0
77385,tt0068022,Ti combino qualcosa di grosso,Something Big,1971,12/31/1971,"Comedy, Western",USA,5.7,720,,,,27.0,11.0
77389,tt0047679,Ti ho visto uccidere,Witness to Murder,1954,4/15/1954,"Crime, Drama, Film-Noir",USA,6.7,2310,,,,53.0,20.0
77396,tt0790623,Ti presento Bill,Bill,2007,6/18/2008,"Comedy, Drama",USA,6.2,19313,,"$62,597 ",30.0,54.0,31.0
77439,tt0169324,Tick Tock,Tick Tock,2000,9/1/2000,"Crime, Drama, Thriller",USA,5.9,597,,,,19.0,1.0
77441,tt0065360,Tick... tick... tick... esplode la violenza,...tick... tick... tick...,1970,1/9/1970,"Drama, Action",USA,6.6,929,,"$1,235,600 ",,21.0,18.0
77444,tt1368870,Ticket Out,Ticket Out,2012,3/8/2012,"Action, Crime, Drama",USA,4.6,964,,,,13.0,4.0
77488,tt1748260,Tiger Eyes,Tiger Eyes,2012,6/7/2013,Drama,USA,6.3,1845,,"$27,160 ",56.0,9.0,22.0
77499,tt8902948,Tigertail,Tigertail,2020,4/10/2020,Drama,USA,6.4,2552,,,65.0,37.0,63.0
77502,tt0058657,Tigre in agguato,A Tiger Walks,1964,3/12/1964,"Family, Drama",USA,6.5,274,,,,5.0,1.0
77504,tt0094148,Tigre reale,A Tiger's Tale,1987,2/12/1988,"Comedy, Drama",USA,5.4,496,,,,10.0,3.0
77505,tt0029660,Tigre verde,"Think Fast, Mr. Moto",1937,7/27/1937,"Adventure, Crime, Drama",USA,6.9,956,,,,25.0,17.0
77508,tt0049873,Tigrotto,The Toy Tiger,1956,12/13/1957,Comedy,USA,6.6,136,,,,4.0,
77510,tt6788904,Tijuana Jackson: Purpose Over Prison,Tijuana Jackson: Purpose Over Prison,2018,7/24/2020,Comedy,USA,5.7,373,,,,65.0,6.0
77522,tt6848602,Til Death Do Us Part,Til Death Do Us Part,2017,9/29/2017,Thriller,USA,4.6,1154,,"$3,455,267 ",,63.0,5.0
77532,tt0024672,Tillie and Gus,Tillie and Gus,1933,10/13/1933,Comedy,USA,6.8,418,,,,10.0,6.0
77533,tt0018487,Tillie the Toiler,Tillie the Toiler,1927,6/5/1927,"Comedy, Drama",USA,5.8,465,,,,2.0,2.0
77534,tt0008679,Tillie Wakes Up,Tillie Wakes Up,1917,1/29/1917,Comedy,USA,4.8,481,,,,4.0,1.0
77537,tt0078400,Tilt,Tilt,1979,4/1/1979,Drama,USA,5.3,328,,,,6.0,5.0
77539,tt5435476,Tilt,Tilt,2017,3/23/2018,"Drama, Horror, Thriller",USA,5.0,462,,,,15.0,16.0
77544,tt4514646,"Tim Timmerman, Hope of America","Tim Timmerman, Hope of America",2017,3/3/2017,"Comedy, Drama, Romance",USA,5.5,281,,"$97,727 ",,24.0,
77545,tt0029672,Tim Tyler's Luck,Tim Tyler's Luck,1937,12/27/1937,Adventure,USA,5.2,248,,,,4.0,2.0
77547,tt0048726,Timberjack,Timberjack,1955,2/18/1955,"Action, Drama, Western",USA,5.6,153,,,,15.0,4.0
77553,tt3030714,Time and Time Again,Time and Time Again,2013,2013,"Action, Adventure",USA,7.0,107,,,,1.0,
77555,tt0100788,Time Barbarians,Time Barbarians,1991,9/1/1991,"Fantasy, Sci-Fi",USA,3.1,289,,,,1.0,12.0
77561,tt6769280,Time Freak,Time Freak,2018,11/7/2018,"Comedy, Drama, Romance",USA,5.8,6462,,"$10,003 ",,56.0,13.0
77562,tt0108341,Time Indefinite,Time Indefinite,1993,5/12/1993,Biography,USA,7.6,345,,,,4.0,9.0
77564,tt8041916,Time Jumpers,Time Jumpers,2018,12/1/2018,Sci-Fi,USA,4.6,494,,,,45.0,
77572,tt0034296,Time Out for Rhythm,Time Out for Rhythm,1941,6/5/1941,"Comedy, Music",USA,6.5,224,,,,10.0,7.0
77578,tt4815862,Time Toys,Time Toys,2016,4/29/2016,"Family, Sci-Fi",USA,4.5,234,,,,3.0,4.0
77579,tt0098480,Time Trackers,Time Trackers,1989,5/1/1989,"Action, Adventure, Sci-Fi",USA,4.5,202,,,,7.0,2.0
77583,tt0271885,Time X - Fuori tempo massimo,Zig Zag,2002,7/9/2002,Drama,USA,5.9,1340,,"$2,418 ",58.0,6.0,10.0
77588,tt9702698,Timeless Love,Timeless Love,2019,12/15/2019,"Drama, Romance",USA,7.0,799,,,,39.0,1.0
77591,tt0117915,Timelock,Timelock,1996,1996,"Action, Sci-Fi",USA,2.9,380,,,,7.0,5.0
77592,tt0114676,Timemaster,Timemaster,1995,12/27/1995,"Adventure, Sci-Fi, Western",USA,3.6,372,,,,5.0,3.0
77594,tt0238463,Timequest,Timequest,2000,11/19/2000,Sci-Fi,USA,5.3,638,,,,33.0,3.0
77595,tt1179794,TiMER,TiMER,2009,5/14/2010,"Comedy, Drama, Romance",USA,6.5,12260,,,,49.0,30.0
77596,tt0086443,Timerider - Una moto contro il muro del tempo,Timerider: The Adventure of Lyle Swann,1982,8/12/1983,"Action, Adventure, Sci-Fi",USA,5.4,1965,,,,34.0,41.0
77597,tt0081635,Times Square,Times Square,1980,10/17/1980,"Drama, Music",USA,6.8,1286,,,,46.0,26.0
77598,tt0027110,Times Square Lady,Times Square Lady,1935,3/8/1935,"Crime, Drama, Music",USA,6.1,156,,,,6.0,3.0
77599,tt0028383,Times Square Playboy,Times Square Playboy,1936,5/9/1936,"Comedy, Drama",USA,6.1,148,,,,11.0,4.0
77600,tt0104362,Timescape,Timescape,1991,5/9/1992,"Mystery, Sci-Fi",USA,6.5,2393,,,,26.0,7.0
77629,tt3833682,Tinker',Tinker',2017,3/19/2019,"Drama, Family, Sci-Fi",USA,5.2,736,,,,62.0,
77630,tt0120095,Tinseltown,Tinseltown,1997,1/22/1999,"Comedy, Crime, Drama",USA,4.7,221,,"$3,169 ",,7.0,4.0
77640,tt1986998,Tio Papi,Tio Papi,2013,9/6/2013,"Comedy, Drama, Family",USA,6.0,149,,"$21,316 ",44.0,4.0,9.0
77643,tt0096466,Tipi sbagliati,The Wrong Guys,1988,5/13/1988,Comedy,USA,5.2,714,,"$1,152,786 ",,16.0,5.0
77647,tt0031716,Tira a campare!,Never Say Die,1939,4/14/1939,Comedy,USA,7.1,398,,,,11.0,1.0
77653,tt0029789,Tiranna deliziosa,Woman Chases Man,1937,5/7/1937,"Comedy, Romance",USA,6.5,290,,,,11.0,2.0
77683,tt6138084,Titanic Review,Titanic Review,2012,12/9/2012,Comedy,USA,8.5,463,,,,,
77709,tt0814381,TKO,TKO,2007,3/1/2007,"Action, Drama, Thriller",USA,3.2,111,,,,4.0,3.0
77729,tt7117594,To Dust,To Dust,2018,4/22/2018,"Comedy, Drama",USA,5.9,863,,"$184,495 ",66.0,23.0,24.0
77733,tt0069385,To Find a Man,To Find a Man,1972,5/31/1972,"Comedy, Drama",USA,6.8,123,,"$107,361 ",,5.0,8.0
77737,tt1787828,To Get Her,To Get Her,2011,1/21/2011,"Drama, Mystery, Thriller",USA,5.6,297,,,,4.0,5.0
77744,tt2630300,To Jennifer,To Jennifer,2013,10/9/2013,"Horror, Thriller",USA,4.6,535,,,,10.0,47.0
77749,tt4733228,To Keep the Light,To Keep the Light,2016,7/15/2016,"Drama, History",USA,5.8,174,,,,8.0,1.0
77778,tt0108348,To Sleep with a Vampire,To Sleep with a Vampire,1993,1/1/1993,"Drama, Horror, Romance",USA,5.5,399,,,,16.0,9.0
77785,tt6237314,To The Beat!,To The Beat!,2018,3/13/2018,"Comedy, Drama, Family",USA,4.7,154,,,,9.0,3.0
77786,tt0024674,To the Last Man,To the Last Man,1933,9/15/1933,"Action, Romance, Western",USA,6.4,458,,,,24.0,11.0
77787,tt0114683,To the Limit,To the Limit,1995,10/12/1995,"Action, Crime, Thriller",USA,3.1,838,,,,25.0,12.0
77788,tt6886080,To the Stars,To the Stars,2019,4/24/2020,Drama,USA,6.1,849,,,60.0,15.0,41.0
77789,tt1595656,To the Wonder,To the Wonder,2012,7/4/2013,"Drama, Romance",USA,5.9,26805,,"$587,615 ",58.0,151.0,312.0
77794,tt3227442,To Whom It May Concern,To Whom It May Concern,2015,2015,"Drama, Romance",USA,6.3,177,,,,3.0,
77801,tt2076372,Toad Road,Toad Road,2012,10/25/2013,Horror,USA,5.1,1196,,,54.0,25.0,42.0
77802,tt0117930,Toad Warrior,Toad Warrior,1996,1996,"Action, Sci-Fi",USA,1.8,119,,,,2.0,1.0
77806,tt0128769,Tobacco Roody,Tobacco Roody,1970,9/1/1972,Comedy,USA,5.1,187,,,,3.0,5.0
77811,tt0047590,Tobor - Il re dei robot,Tobor the Great,1954,9/1/1954,Sci-Fi,USA,5.3,708,,,,29.0,27.0
77816,tt0054390,Toby Tyler,Toby Tyler or Ten Weeks with a Circus,1960,1/21/1960,"Drama, Family",USA,7.0,838,,,,15.0,5.0
77820,tt0120358,Toccami,Touch Me,1997,6/4/1999,"Drama, Romance",USA,5.9,419,,,,14.0,3.0
77821,tt0079931,Toccando il paradiso,Something Short of Paradise,1979,6/3/1982,"Drama, Comedy, Romance",USA,4.7,187,,,,6.0,8.0
77823,tt0089222,Toccato!,Gotcha!,1985,1/10/1986,"Action, Comedy, Mystery",USA,6.2,6704,,"$10,806,919 ",38.0,36.0,16.0
77838,tt2803424,Todd Glass: Stand-Up Special,Todd Glass: Stand-Up Special,2012,10/26/2012,Comedy,USA,6.1,131,,,,,
77839,tt4641828,Todd McFarlane's Spawn 2,Todd McFarlane's Spawn 2,1998,8/25/1998,"Animation, Action, Adventure",USA,8.3,795,,,,,
77840,tt4641882,Todd McFarlane's Spawn 3: The Ultimate Battle,Todd McFarlane's Spawn 3: The Ultimate Battle,1999,5/23/1999,"Animation, Action, Drama",USA,8.2,674,,,,,
77862,tt1209364,Toe to Toe,Toe to Toe,2009,2/26/2010,Drama,USA,5.2,444,,"$21,648 ",62.0,9.0,13.0
77869,tt0067862,Together,Together,1971,12/1/1971,Drama,USA,5.9,155,,"$260,571 ",,2.0,2.0
77872,tt0105611,Together Alone,Together Alone,1991,9/24/1992,Drama,USA,6.0,112,,"$110,505 ",,3.0,3.0
77873,tt0072300,Together Brothers,Together Brothers,1974,8/7/1974,"Adventure, Crime, Drama",USA,6.3,168,,,,9.0,7.0
77877,tt5116302,Togo - Una grande amicizia,Togo,2019,3/24/2020,"Adventure, Biography, Drama",USA,8.0,30833,,,69.0,356.0,40.0
77895,tt0041967,Tokio Joe,Tokyo Joe,1949,11/1/1949,"Crime, Drama, Film-Noir",USA,6.4,1790,,,,35.0,10.0
77925,tt0111453,Tollbooth,Tollbooth,1994,11/1/1994,"Action, Drama, Thriller",USA,5.5,255,,,,6.0,3.0
77927,tt0130488,Tom,Tom,1973,10/1/1973,Drama,USA,4.6,177,,,,6.0,12.0
77934,tt0033289,Tom Edison giovane,Young Tom Edison,1940,3/15/1940,"Biography, Drama",USA,6.8,1027,,,,15.0,4.0
77936,tt3607814,Tom Holland's Twisted Tales,Tom Holland's Twisted Tales,2014,3/18/2014,Horror,USA,4.1,338,,,,5.0,16.0
77940,tt0008687,Tom Sawyer,Tom Sawyer,1917,12/10/1917,"Adventure, Comedy, Drama",USA,6.1,140,,,,8.0,2.0
77941,tt0021483,Tom Sawyer,Tom Sawyer,1930,12/19/1930,"Adventure, Comedy, Drama",USA,6.4,160,,"$11,000,000 ",,6.0,3.0
77942,tt0070814,Tom Sawyer,Tom Sawyer,1973,3/15/1973,"Adventure, Musical, Family",USA,6.5,1941,,,,17.0,14.0
77949,tt0378889,"Tom, Tom, the Piper's Son","Tom, Tom, the Piper's Son",1969,1969,Comedy,USA,6.2,187,,,,4.0,4.0
77955,tt1629741,Tomb Raider Ascension,Tomb Raider Ascension,2007,11/13/2007,"Action, Adventure, Fantasy",USA,4.5,159,,,,3.0,
77961,tt0023604,Tombstone Canyon,Tombstone Canyon,1932,12/25/1932,Western,USA,6.1,140,,,,15.0,4.0
77962,tt5669410,Tombstone-Rashomon,Tombstone-Rashomon,2017,7/7/2020,Western,USA,3.7,100,,,,1.0,48.0
77964,tt0074379,Tomcats,Tomcats,1977,4/1/1977,"Crime, Drama, Thriller",USA,5.2,134,,,,8.0,
77981,tt0114694,Tommy Boy,Tommy Boy,1995,8/25/1995,"Adventure, Comedy",USA,7.1,74952,,"$32,679,899 ",46.0,217.0,53.0
77983,tt0070169,Tommy Gibbs criminale per giustizia,Hell Up in Harlem,1973,4/1/1976,"Action, Crime, Drama",USA,6.1,1256,,"$1,452,828 ",,23.0,35.0
77991,tt0069393,Tomorrow,Tomorrow,1972,9/16/1992,Drama,USA,7.5,1099,,,,29.0,15.0
77993,tt0024679,Tomorrow at Seven,Tomorrow at Seven,1933,6/2/1933,"Comedy, Crime, Drama",USA,5.7,236,,,,20.0,9.0
77994,tt0210362,Tomorrow by Midnight,Tomorrow by Midnight,2001,8/2/2001,"Comedy, Drama, Thriller",USA,5.6,230,,,,9.0,1.0
77997,tt0140627,Tomorrow Night,Tomorrow Night,1998,1/29/2014,Comedy,USA,6.4,615,,,,10.0,5.0
77999,tt0035453,Tomorrow We Live,Tomorrow We Live,1942,9/23/1942,"Action, Crime, Drama",USA,4.6,140,,,,7.0,3.0
78002,tt0220107,Tomorrow's Children,Tomorrow's Children,1934,7/1/1934,Drama,USA,6.0,129,,,,6.0,3.0
78020,tt0153167,Tonight for Sure,Tonight for Sure,1962,2/24/1963,"Comedy, Western",USA,3.1,199,,,,3.0,4.0
78021,tt0022489,Tonight or Never,Tonight or Never,1931,8/29/1932,"Comedy, Romance",USA,6.5,1330,,,,11.0,5.0
78022,tt5161376,Tonight She Comes,Tonight She Comes,2016,2/13/2018,"Comedy, Horror",USA,3.8,1869,,,,50.0,39.0
78023,tt0036449,Tonight We Raid Calais,Tonight We Raid Calais,1943,4/30/1943,"Action, Drama, Romance",USA,6.4,179,,,,6.0,6.0
78039,tt0033173,Too Many Girls,Too Many Girls,1940,10/8/1940,"Comedy, Music, Sport",USA,6.1,748,,,,30.0,13.0
78042,tt0030881,Too Much Johnson,Too Much Johnson,1938,10/9/2013,Comedy,USA,5.9,534,,,,10.0,16.0
78043,tt0120352,Too Much Sleep,Too Much Sleep,1997,3/23/2001,"Comedy, Mystery",USA,6.1,121,,"$37,831 ",67.0,4.0,18.0
78044,tt0103100,Too Much Sun,Too Much Sun,1990,1/25/1991,Comedy,USA,3.9,382,,,,7.0,5.0
78046,tt0054392,Too Soon to Love,Too Soon to Love,1960,2/1/1960,"Drama, Romance",USA,5.1,136,,,,2.0,2.0
78048,tt0012769,Too Wise Wives,Too Wise Wives,1921,5/22/1921,Drama,USA,5.9,133,,,,8.0,
78055,tt3564200,Tooken,Tooken,2015,5/26/2015,"Action, Comedy",USA,3.6,1504,,,,18.0,7.0
78058,tt1754767,Toonstone,Toonstone,2014,4/14/2015,"Animation, Action, Comedy",USA,7.5,243,,,,5.0,
78071,tt12226808,Top Gunner,Top Gunner,2020,6/23/2020,"Action, War",USA,1.9,179,,,,20.0,3.0
78077,tt0102043,Top model - Sfilata all'inferno,Hired to Kill,1990,4/28/1990,"Action, Thriller",USA,4.7,865,,,,17.0,33.0
78080,tt0180254,Top of the Heap,Top of the Heap,1972,6/1/1972,Drama,USA,6.6,163,,"$262,200 ",,6.0,9.0
78084,tt0021486,Top Speed,Top Speed,1930,8/24/1930,"Comedy, Musical, Romance",USA,6.1,172,,,,11.0,1.0
78087,tt0024684,Topaze,Topaze,1933,2/24/1933,"Drama, Comedy",USA,6.8,795,,,,23.0,9.0
78090,tt0058672,Topkapi,Topkapi,1964,9/2/1964,"Adventure, Comedy, Crime",USA,7.0,8387,,"$7,000,000 ",,87.0,39.0
78091,tt0045330,Topkid eroe selvaggio,Wild Stallion,1952,4/27/1952,Western,USA,5.9,147,,,,4.0,1.0
78093,tt0088006,Topo di fiume,The River Rat,1984,9/28/1984,"Adventure, Crime, Drama",USA,6.3,826,,"$1,142,944 ",,13.0,3.0
78104,tt0108142,Torbido desiderio,Sins of Desire,1993,8/13/1993,"Crime, Thriller",USA,4.1,385,,,,7.0,3.0
78105,tt0179868,Torce rosse,Indian Uprising,1952,1/2/1952,"Action, Adventure, Western",USA,5.9,204,,,,9.0,4.0
78106,tt0024685,Torch Singer,Torch Singer,1933,9/8/1933,"Drama, Musical, Romance",USA,6.7,532,,,,22.0,11.0
78107,tt0030882,Torchy Blane in Chinatown,Torchy Blane in Chinatown,1939,2/4/1939,"Action, Comedy, Crime",USA,6.2,330,,,,15.0,3.0
78108,tt0030883,Torchy Blane in Panama,Torchy Blane in Panama,1938,5/7/1938,"Comedy, Crime, Mystery",USA,6.0,307,,,,11.0,4.0
78109,tt0032044,Torchy Blane.. Playing with Dynamite,Torchy Blane.. Playing with Dynamite,1939,8/12/1939,"Action, Comedy, Mystery",USA,6.2,308,,,,13.0,2.0
78110,tt0030884,Torchy Gets Her Man,Torchy Gets Her Man,1938,11/12/1938,"Comedy, Crime, Mystery",USA,6.7,307,,,,12.0,4.0
78111,tt0032045,Torchy Runs for Mayor,Torchy Runs for Mayor,1939,5/13/1939,"Action, Adventure, Comedy",USA,6.4,333,,,,12.0,3.0
78123,tt0050682,Tormento di un'anima,Man on Fire,1957,10/21/1957,Drama,USA,6.6,315,,,,16.0,
78127,tt0036098,Torna a casa Lassie!,Lassie Come Home,1943,5/14/1948,"Adventure, Drama, Family",USA,7.1,4833,,,78.0,38.0,15.0
78129,tt0054759,Torna a settembre,Come September,1961,8/9/1961,"Comedy, Romance",USA,7.0,3049,,"$14,170,000 ",,38.0,11.0
78130,tt0042674,Torna con me,Let's Dance,1950,11/29/1950,"Comedy, Drama, Musical",USA,6.3,443,,,,18.0,3.0
78131,tt0073636,Torna El Grinta,Rooster Cogburn,1975,11/1/1975,"Adventure, Drama, Western",USA,6.9,10604,,"$8,022,000 ",,68.0,22.0
78132,tt0044509,"Torna, piccola Sheba","Come Back, Little Sheba",1952,10/13/1953,"Drama, Romance",USA,7.5,4383,,,,65.0,14.0
78158,tt0227671,Tortilla Heaven,Tortilla Heaven,2007,10/14/2008,Comedy,USA,5.3,387,,"$105,401 ",22.0,7.0,8.0
78159,tt0255653,Tortilla Soup,Tortilla Soup,2001,2/14/2003,"Comedy, Romance, Drama",USA,6.7,4156,,"$4,467,615 ",58.0,59.0,29.0
78161,tt0043677,Tortura,Inside the Walls of Folsom Prison,1951,5/18/1951,"Crime, Drama, Film-Noir",USA,6.6,225,,,,11.0,6.0
78164,tt0032047,Torture Ship,Torture Ship,1939,10/28/1939,"Horror, Sci-Fi",USA,3.3,286,,,,15.0,12.0
78165,tt0259675,Tortured Females,Tortured Females,1965,10/7/1965,"Crime, Horror",USA,4.1,109,,,,3.0,3.0
78166,tt6767852,Tortured for Christ,Tortured for Christ,2018,10/22/2018,"Biography, Drama",USA,7.5,247,,,,13.0,2.0
78209,tt3879074,Total Frat Movie,Total Frat Movie,2016,9/23/2016,Comedy,USA,4.3,766,,,,12.0,
78211,tt0120356,Total Reality,Total Reality,1997,4/4/1997,"Action, Sci-Fi",USA,4.5,426,,,,15.0,9.0
78214,tt0479181,Totally Baked,Totally Baked,2007,4/20/2007,"Action, Comedy, Crime",USA,4.8,664,,,,7.0,2.0
78215,tt0200954,Totally Blonde,Totally Blonde,2001,4/7/2004,Comedy,USA,3.7,863,,,,20.0,2.0
78216,tt0209428,Totally Confused,Totally Confused,1998,6/7/1998,Comedy,USA,5.5,179,,,,3.0,
78217,tt0108366,Totally F***ed Up,Totally F***ed Up,1993,1/13/1995,"Comedy, Drama, Romance",USA,6.4,2715,,"$101,071 ",62.0,15.0,19.0
78220,tt6791238,Totem,Totem,2017,10/31/2017,"Horror, Mystery, Thriller",USA,4.5,1522,,,,19.0,8.0
78233,tt0120357,Touch,Touch,1997,2/14/1997,"Comedy, Drama, Romance",USA,5.6,2217,,"$387,069 ",56.0,23.0,27.0
78234,tt1789090,Touch,Touch,2011,3/30/2012,Drama,USA,6.9,176,,,,1.0,5.0
78237,tt0420966,Touch My Girl,Touch My Girl,2004,2014,Drama,USA,6.1,1053,,,,36.0,
